Sweden, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 21/03/2016
Year    ARDY   Cohort        ASFR
1915     19     1896      0.03725
1915     20     1895      0.05988
1915     21     1894      0.07958
1915     22     1893      0.09857
1915     23     1892      0.11655
1915     24     1891      0.12864
1915     25     1890      0.13877
1915     26     1889      0.14672
1915     27     1888      0.15167
1915     28     1887      0.15279
1915     29     1886      0.15201
1915     30     1885      0.15272
1915     31     1884      0.14988
1915     32     1883      0.14351
1915     33     1882      0.14282
1915     34     1881      0.14048
1915     35     1880      0.13206
1915     36     1879      0.12774
1915     37     1878      0.12304
1915     38     1877      0.11581
1915     39     1876      0.10748
1915     40     1875      0.09703
1915     41     1874      0.08495
1915     42     1873      0.07072
1915     43     1872      0.05598
1915     44     1871      0.04150
1915     45     1870      0.02654
1915     46     1869      0.01533
1915     47     1868      0.00772
1915     48     1867      0.00322
1915     49     1866      0.00120
1915     50     1865      0.00029
1915     51     1864      0.00008
1915     52     1863      0.00005
1915     53     1862      0.00001
1915     54     1861      0.00000
1915     55+    1860-     0.00000
1916     12-    1904+     0.00000
1916     13     1903      0.00000
1916     14     1902      0.00001
1916     15     1901      0.00036
1916     16     1900      0.00185
1916     17     1899      0.00684
1916     18     1898      0.01779
1916     19     1897      0.03427
1916     20     1896      0.05450
1916     21     1895      0.07610
1916     22     1894      0.09655
1916     23     1893      0.11687
1916     24     1892      0.13023
1916     25     1891      0.13690
1916     26     1890      0.14261
1916     27     1889      0.14736
1916     28     1888      0.15116
1916     29     1887      0.15092
1916     30     1886      0.15081
1916     31     1885      0.14969
1916     32     1884      0.14459
1916     33     1883      0.14009
1916     34     1882      0.13639
1916     35     1881      0.13089
1916     36     1880      0.12373
1916     37     1879      0.11837
1916     38     1878      0.11053
1916     39     1877      0.10144
1916     40     1876      0.09331
1916     41     1875      0.08232
1916     42     1874      0.06983
1916     43     1873      0.05447
1916     44     1872      0.03791
1916     45     1871      0.02555
1916     46     1870      0.01481
1916     47     1869      0.00623
1916     48     1868      0.00219
1916     49     1867      0.00104
1916     50     1866      0.00047
1916     51     1865      0.00017
1916     52     1864      0.00003
1916     53     1863      0.00000
1916     54     1862      0.00000
1916     55+    1861-     0.00000
1917     12-    1905+     0.00000
1917     13     1904      0.00001
1917     14     1903      0.00008
1917     15     1902      0.00035
1917     16     1901      0.00171
1917     17     1900      0.00635
1917     18     1899      0.01710
1917     19     1898      0.03456
1917     20     1897      0.05618
1917     21     1896      0.07725
1917     22     1895      0.09608
1917     23     1894      0.11297
1917     24     1893      0.12601
1917     25     1892      0.13667
1917     26     1891      0.14261
1917     27     1890      0.14318
1917     28     1889      0.14515
1917     29     1888      0.14814
1917     30     1887      0.14524
1917     31     1886      0.14274
1917     32     1885      0.14270
1917     33     1884      0.13782
1917     34     1883      0.13226
1917     35     1882      0.12724
1917     36     1881      0.12180
1917     37     1880      0.11481
1917     38     1879      0.10660
1917     39     1878      0.10066
1917     40     1877      0.09369
1917     41     1876      0.08107
1917     42     1875      0.06768
1917     43     1874      0.05311
1917     44     1873      0.03725
1917     45     1872      0.02407
1917     46     1871      0.01395
1917     47     1870      0.00724
1917     48     1869      0.00289
1917     49     1868      0.00102
1917     50     1867      0.00034
1917     51     1866      0.00007
1917     52     1865      0.00004
1917     53     1864      0.00001
1917     54     1863      0.00000
1917     55+    1862-     0.00000
1918     12-    1906+     0.00001
1918     13     1905      0.00002
1918     14     1904      0.00003
1918     15     1903      0.00023
1918     16     1902      0.00159
1918     17     1901      0.00571
1918     18     1900      0.01516
1918     19     1899      0.03195
1918     20     1898      0.05332
1918     21     1897      0.07475
1918     22     1896      0.09251
1918     23     1895      0.10979
1918     24     1894      0.12305
1918     25     1893      0.13044
1918     26     1892      0.13884
1918     27     1891      0.14256
1918     28     1890      0.14141
1918     29     1889      0.14301
1918     30     1888      0.14306
1918     31     1887      0.14079
1918     32     1886      0.13558
1918     33     1885      0.13267
1918     34     1884      0.12801
1918     35     1883      0.12068
1918     36     1882      0.11810
1918     37     1881      0.11126
1918     38     1880      0.10327
1918     39     1879      0.09746
1918     40     1878      0.08649
1918     41     1877      0.07595
1918     42     1876      0.06570
1918     43     1875      0.05326
1918     44     1874      0.03646
1918     45     1873      0.02312
1918     46     1872      0.01451
1918     47     1871      0.00714
1918     48     1870      0.00276
1918     49     1869      0.00083
1918     50     1868      0.00020
1918     51     1867      0.00002
1918     52     1866      0.00000
1918     53     1865      0.00000
1918     54     1864      0.00000
1918     55+    1863-     0.00000
1919     12-    1907+     0.00000
1919     13     1906      0.00000
1919     14     1905      0.00001
1919     15     1904      0.00023
1919     16     1903      0.00125
1919     17     1902      0.00498
1919     18     1901      0.01410
1919     19     1900      0.03018
1919     20     1899      0.05006
1919     21     1898      0.07210
1919     22     1897      0.09539
1919     23     1896      0.11118
1919     24     1895      0.12181
1919     25     1894      0.13314
1919     26     1893      0.13836
1919     27     1892      0.14074
1919     28     1891      0.14244
1919     29     1890      0.14066
1919     30     1889      0.13984
1919     31     1888      0.13615
1919     32     1887      0.13093
1919     33     1886      0.12726
1919     34     1885      0.12186
1919     35     1884      0.11623
1919     36     1883      0.11139
1919     37     1882      0.10714
1919     38     1881      0.09947
1919     39     1880      0.08971
1919     40     1879      0.08007
1919     41     1878      0.06981
1919     42     1877      0.05808
1919     43     1876      0.04459
1919     44     1875      0.03181
1919     45     1874      0.02119
1919     46     1873      0.01229
1919     47     1872      0.00610
1919     48     1871      0.00277
1919     49     1870      0.00116
1919     50     1869      0.00027
1919     51     1868      0.00006
1919     52     1867      0.00001
1919     53     1866      0.00000
1919     54     1865      0.00000
1919     55+    1864-     0.00000
1920     12-    1908+     0.00003
1920     13     1907      0.00000
1920     14     1906      0.00002
1920     15     1905      0.00032
1920     16     1904      0.00213
1920     17     1903      0.00827
1920     18     1902      0.02364
1920     19     1901      0.04611
1920     20     1900      0.07061
